[2026-01-09 13:48:42,757] 23 root - INFO - Initiate the data ingestion
[2026-01-09 13:48:45,122] 25 root - INFO - Data Initiation Completed
[2026-01-09 13:48:45,123] 24 root - INFO - Initializing DataValidation
[2026-01-09 13:48:45,128] 36 root - INFO - Schema loaded successfully
[2026-01-09 13:48:45,128] 29 root - INFO - Initiate the data Validation
[2026-01-09 13:48:45,128] 111 root - INFO - Starting data validation
[2026-01-09 13:48:45,154] 56 root - INFO - Expected columns count: 31
[2026-01-09 13:48:45,155] 57 root - INFO - Dataframe columns count: 31
[2026-01-09 13:48:45,326] 126 root - INFO - Data validation completed successfully
[2026-01-09 13:48:45,329] 31 root - INFO - data validation completed
[2026-01-09 13:48:45,329] 41 root - INFO - data Transformation started
[2026-01-09 13:48:45,329] 66 root - INFO - Starting data transformation
[2026-01-09 13:48:45,356] 49 root - INFO - Creating data transformer object
[2026-01-09 13:48:45,371] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 13:48:45,375] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 13:48:45,375] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 13:48:45,378] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 13:48:45,380] 45 root - INFO - data Transformation completed
[2026-01-09 13:48:45,380] 47 root - INFO - Model Training sstared
[2026-01-09 13:48:45,380] 58 root - INFO - Model training started
[2026-01-09 13:51:58,396] 125 root - INFO - Best model selected: Random Forest
