[2026-01-09 13:42:20,721] 23 root - INFO - Initiate the data ingestion
[2026-01-09 13:42:24,638] 25 root - INFO - Data Initiation Completed
[2026-01-09 13:42:24,639] 24 root - INFO - Initializing DataValidation
[2026-01-09 13:42:24,646] 36 root - INFO - Schema loaded successfully
[2026-01-09 13:42:24,646] 29 root - INFO - Initiate the data Validation
[2026-01-09 13:42:24,646] 111 root - INFO - Starting data validation
[2026-01-09 13:42:24,674] 56 root - INFO - Expected columns count: 31
[2026-01-09 13:42:24,674] 57 root - INFO - Dataframe columns count: 31
[2026-01-09 13:42:24,803] 126 root - INFO - Data validation completed successfully
[2026-01-09 13:42:24,804] 31 root - INFO - data validation completed
[2026-01-09 13:42:24,804] 41 root - INFO - data Transformation started
[2026-01-09 13:42:24,804] 66 root - INFO - Starting data transformation
[2026-01-09 13:42:24,824] 49 root - INFO - Creating data transformer object
[2026-01-09 13:42:24,837] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 13:42:24,840] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 13:42:24,841] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 13:42:24,844] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 13:42:24,846] 45 root - INFO - data Transformation completed
[2026-01-09 13:42:24,846] 47 root - INFO - Model Training sstared
[2026-01-09 13:42:24,846] 58 root - INFO - Model training started
[2026-01-09 13:45:35,575] 125 root - INFO - Best model selected: Random Forest
