[2026-01-09 11:44:33,431] 23 root - INFO - Initiate the data ingestion
[2026-01-09 11:44:35,712] 25 root - INFO - Data Initiation Completed
[2026-01-09 11:44:35,713] 24 root - INFO - Initializing DataValidation
[2026-01-09 11:44:35,720] 36 root - INFO - Schema loaded successfully
[2026-01-09 11:44:35,720] 29 root - INFO - Initiate the data Validation
[2026-01-09 11:44:35,720] 111 root - INFO - Starting data validation
[2026-01-09 11:44:35,748] 56 root - INFO - Expected columns count: 31
[2026-01-09 11:44:35,748] 57 root - INFO - Dataframe columns count: 31
[2026-01-09 11:44:35,906] 126 root - INFO - Data validation completed successfully
[2026-01-09 11:44:35,908] 31 root - INFO - data validation completed
[2026-01-09 11:44:35,908] 41 root - INFO - data Transformation started
[2026-01-09 11:44:35,908] 66 root - INFO - Starting data transformation
[2026-01-09 11:44:35,936] 49 root - INFO - Creating data transformer object
[2026-01-09 11:44:35,954] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 11:44:35,957] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 11:44:35,957] 59 root - INFO - Entered the save_object method of MainUtils class
[2026-01-09 11:44:35,961] 63 root - INFO - Exited the save_object method of MainUtils class
[2026-01-09 11:44:35,963] 45 root - INFO - data Transformation completed
[2026-01-09 11:44:35,963] 47 root - INFO - Model Training sstared
